event_id,user_id,event_type,workout_type,timestamp,duration_min,ingested_at
2b9adbb7-ce35-4aac-82a3-a0334baaf5e6,user_5,workout_completed,run,2025-11-24T15:57:44.056267,20,2025-12-17T02:49:07.431118
3e9588cd-7ad7-4761-8d01-f4303ca222bd,user_5,workout_completed,cycling,2025-12-08T19:12:35.056267,20,2025-12-17T02:49:07.431118
47aeef32-e07b-4ff3-a11f-dcd99f465701,user_5,workout_completed,yoga,2025-11-29T13:45:25.056267,60,2025-12-17T02:49:07.431118
a401c9a9-56e3-4832-9b48-5ca8a9c83e4f,user_5,workout_completed,run,2025-12-05T12:08:34.056267,30,2025-12-17T02:49:07.431118
f280cbcf-f223-49de-b754-b5f20baab8c1,user_5,workout_completed,strength,2025-12-04T10:25:18.056267,45,2025-12-17T02:49:07.431118
94d67a0c-963a-4549-9df2-94876275cb76,user_5,workout_completed,cycling,2025-12-05T17:52:49.056267,45,2025-12-17T02:49:07.431118
8c606898-befe-4bec-ada2-555e856b69d5,user_5,workout_completed,cycling,2025-11-16T10:00:35.056267,45,2025-12-17T02:49:07.431118
61bf5836-e052-45c2-b617-743c796d3f9a,user_5,workout_completed,yoga,2025-11-20T17:38:42.056267,30,2025-12-17T02:49:07.431118
1754f072-0d64-40c6-b63f-2d053feccf94,user_5,workout_completed,cycling,2025-12-12T20:15:23.056267,45,2025-12-17T02:49:07.431118
3ba27052-acbe-4892-ae2b-ac6e4324bce6,user_5,workout_completed,run,2025-12-01T11:58:55.056267,45,2025-12-17T02:49:07.431118
6c75bceb-bea0-4803-a89d-eefdef7d5f8e,user_5,workout_completed,run,2025-11-25T22:49:30.056267,20,2025-12-17T02:49:07.431118
78e95d1b-69e4-4879-831e-dd9c21c91a90,user_6,workout_completed,yoga,2025-11-20T18:50:28.056267,60,2025-12-17T02:49:07.431118
52ef3611-ecfe-469e-a492-94dc8e762906,user_6,workout_completed,yoga,2025-12-02T14:34:15.056267,20,2025-12-17T02:49:07.431118
4588ca35-ea79-4c4a-a7e4-847291fae92a,user_6,workout_completed,run,2025-12-05T11:01:31.056267,30,2025-12-17T02:49:07.431118
2943ecd5-5673-47ea-861d-46ddd511dc6e,user_6,workout_completed,strength,2025-11-19T21:27:35.056267,45,2025-12-17T02:49:07.431118
09b188c6-ec63-46e1-9228-c5f5e48f24a9,user_6,workout_completed,yoga,2025-11-18T06:06:01.056267,60,2025-12-17T02:49:07.431118
e81d0234-87f7-4ef5-bae3-36559d8a2f0f,user_6,workout_completed,strength,2025-12-06T09:45:28.056267,30,2025-12-17T02:49:07.431118
c650ca0b-a907-44fe-97a4-3abc39827a1b,user_6,workout_completed,cycling,2025-12-10T07:13:11.056267,20,2025-12-17T02:49:07.431118
e38d7948-2833-49b9-b1dd-6898c0abe32b,user_6,workout_completed,yoga,2025-12-01T00:42:31.056267,60,2025-12-17T02:49:07.431118
3c4be4dc-38a9-4b6b-9da3-85fb9041bc92,user_6,workout_completed,strength,2025-12-02T16:35:45.056267,45,2025-12-17T02:49:07.431118
ebb87c36-0c0d-493e-b1fa-08949ed15d1f,user_6,workout_completed,run,2025-11-29T16:17:44.056267,30,2025-12-17T02:49:07.431118
c0a4a392-86b2-4307-bae2-f120b936129d,user_6,workout_completed,cycling,2025-12-10T07:15:52.056267,30,2025-12-17T02:49:07.431118
ea9b9af9-8f2f-4dba-8cc5-39824f909571,user_6,workout_completed,strength,2025-12-13T01:18:46.056267,45,2025-12-17T02:49:07.431118
69febe8a-2244-464d-bf10-f8d8c049e399,user_6,workout_completed,yoga,2025-11-16T13:56:23.056267,45,2025-12-17T02:49:07.431118
03706afb-74c6-4130-b2c0-109accef7613,user_6,workout_completed,strength,2025-12-14T17:01:27.056267,30,2025-12-17T02:49:07.431118
13960b2d-eeea-4dc8-b3ed-b9dfdfa4bd85,user_6,workout_completed,cycling,2025-12-13T11:50:46.056267,20,2025-12-17T02:49:07.431118
a7679a5c-afdb-4ff9-a05e-fac156aa2be7,user_6,workout_completed,cycling,2025-11-19T14:47:02.056267,20,2025-12-17T02:49:07.431118
ec778152-219d-4d16-b453-ba5237d5acc2,user_6,workout_completed,run,2025-11-17T04:51:19.056267,30,2025-12-17T02:49:07.431118
2c01e5d1-18b7-44bb-ad4c-ebb548cd1790,user_6,workout_completed,run,2025-12-10T23:00:05.056267,60,2025-12-17T02:49:07.431118
3d36448f-194a-4af0-b380-358fba0daade,user_6,workout_completed,yoga,2025-11-26T17:19:11.056267,60,2025-12-17T02:49:07.431118
4a1e8922-440e-40a2-ae0f-25d4d2958479,user_6,workout_completed,cycling,2025-12-02T06:47:00.056267,60,2025-12-17T02:49:07.431118
0242b45e-3833-4c27-8e1c-09a6c4b716f7,user_6,workout_completed,strength,2025-11-18T13:45:36.056267,30,2025-12-17T02:49:07.431118
d6540057-0a33-441e-8d63-751ba0b21504,user_6,workout_completed,yoga,2025-11-18T03:33:00.056267,45,2025-12-17T02:49:07.431118
80d6a0b0-25a7-4d07-aaa9-04dc9d17c66d,user_6,workout_completed,cycling,2025-12-09T09:25:39.056267,45,2025-12-17T02:49:07.431118
55901224-0dd7-4508-a310-bf8a1e5f8a12,user_6,workout_completed,cycling,2025-12-01T09:39:58.056267,60,2025-12-17T02:49:07.431118
c9f47fba-10c4-4d6d-937d-48312ca37af2,user_6,workout_completed,run,2025-12-12T02:27:56.056267,20,2025-12-17T02:49:07.431118
aa96042f-9c56-4a0b-9f37-f7592ed6cde1,user_7,workout_completed,yoga,2025-12-14T05:05:11.056267,30,2025-12-17T02:49:07.431118
0ebecb81-fc8e-491d-b69b-13463ca12c3e,user_7,workout_completed,cycling,2025-12-11T05:17:54.056267,30,2025-12-17T02:49:07.431118
daa86ccd-8fe1-490f-9730-166587f8effd,user_7,workout_completed,yoga,2025-11-17T10:32:32.056267,20,2025-12-17T02:49:07.431118
ed8a75ae-18b2-4f8c-b28e-bbdeedccbf20,user_7,workout_completed,yoga,2025-12-03T15:25:57.056267,30,2025-12-17T02:49:07.431118
fcd20a73-2def-438a-ba44-eafa6120d9f4,user_7,workout_completed,cycling,2025-11-22T01:54:26.056267,60,2025-12-17T02:49:07.431118
5193c2a9-5806-4b96-90d9-55f1b3148127,user_7,workout_completed,cycling,2025-12-03T19:26:56.056267,20,2025-12-17T02:49:07.431118
3c891779-7df9-483f-9874-50d38854f0a6,user_7,workout_completed,strength,2025-11-28T19:24:46.056267,45,2025-12-17T02:49:07.431118
86545970-80e4-4bc5-95ea-852cdca40a75,user_7,workout_completed,yoga,2025-12-07T06:09:00.056267,45,2025-12-17T02:49:07.431118
02ced0fd-c926-4ace-a5f7-f7b0e47f73d1,user_7,workout_completed,yoga,2025-12-04T23:27:12.056267,60,2025-12-17T02:49:07.431118
25c34224-e3a2-456a-86af-10c3b4e525f7,user_7,workout_completed,run,2025-12-14T01:47:31.056267,30,2025-12-17T02:49:07.431118
7f466b37-a888-4fa0-b365-07b163e00d80,user_7,workout_completed,yoga,2025-12-07T18:12:22.056267,60,2025-12-17T02:49:07.431118
ccf82e37-d2d1-4600-ae62-02dba035fd17,user_7,workout_completed,run,2025-12-08T17:36:02.056267,45,2025-12-17T02:49:07.431118
89c8bc76-564f-40ff-826d-238e5fbab0e5,user_7,workout_completed,yoga,2025-11-29T17:35:54.056267,60,2025-12-17T02:49:07.431118
05566981-b842-4d71-bde7-6fa1a3bf24df,user_7,workout_completed,run,2025-11-18T16:00:34.056267,20,2025-12-17T02:49:07.431118
fc495e32-eb7e-4401-9503-e495de9ddeed,user_7,workout_completed,run,2025-11-28T05:05:39.056267,30,2025-12-17T02:49:07.431118
cb4c6595-997f-435a-920a-47fcad13bb95,user_7,workout_completed,run,2025-11-29T12:53:33.056267,20,2025-12-17T02:49:07.431118
c43f6d95-f3c5-48fd-8ca2-bb7dbd344697,user_7,workout_completed,yoga,2025-12-14T09:27:12.056267,30,2025-12-17T02:49:07.431118
b92c90a0-a4ee-42df-94e8-08714d96ed10,user_7,workout_completed,run,2025-11-22T02:18:53.056267,45,2025-12-17T02:49:07.431118
1155b7b2-2245-4730-91d3-83a9b9e759d7,user_7,workout_completed,cycling,2025-11-30T04:58:38.056267,60,2025-12-17T02:49:07.431118
4a31bbc6-5fa4-4e1d-a13c-cae512816ed7,user_7,workout_completed,strength,2025-11-17T06:31:09.056267,60,2025-12-17T02:49:07.431118
2f2cac17-c32e-4381-9710-4ef578bd0d03,user_7,workout_completed,yoga,2025-11-24T04:05:15.056267,45,2025-12-17T02:49:07.431118
cd130aef-b9b9-44a3-8c09-96f7b2541032,user_7,workout_completed,strength,2025-12-06T01:47:18.056267,20,2025-12-17T02:49:07.431118
dbe36e06-70ac-4431-9a96-c0344e6e7034,user_7,workout_completed,yoga,2025-12-08T06:56:58.056267,30,2025-12-17T02:49:07.431118
d62d8657-ee9e-40d8-a5f6-dae162addf69,user_7,workout_completed,run,2025-12-13T08:39:36.056267,60,2025-12-17T02:49:07.431118
3a230f3b-2fa4-49f7-8675-e2b0ca4a0b03,user_7,workout_completed,run,2025-11-21T16:12:05.056267,60,2025-12-17T02:49:07.431118
06ff4824-c574-4d2f-8db5-4fcd8b29b67a,user_7,workout_completed,strength,2025-11-20T20:58:13.056267,45,2025-12-17T02:49:07.431118
3e929db9-8e21-4a19-b604-fb326d0ff6d3,user_7,workout_completed,cycling,2025-12-12T03:57:59.056267,20,2025-12-17T02:49:07.431118
64b07470-354a-411e-b24d-db2ffa10271c,user_7,workout_completed,cycling,2025-12-11T18:16:48.056267,60,2025-12-17T02:49:07.431118
ddbc4d98-6992-48b9-aede-2945550c1387,user_7,workout_completed,strength,2025-11-20T10:13:00.056267,60,2025-12-17T02:49:07.431118
15c3e16c-960b-456a-92dd-f2674e514dae,user_7,workout_completed,yoga,2025-11-28T12:33:01.056267,45,2025-12-17T02:49:07.431118
bb7d84f2-6bc1-4bc1-a171-65483946a97e,user_7,workout_completed,cycling,2025-11-19T03:30:07.056267,45,2025-12-17T02:49:07.431118
4023ef3e-a500-4f24-b2c6-30715bba99d9,user_7,workout_completed,strength,2025-11-21T04:26:32.056267,30,2025-12-17T02:49:07.431118
3b177e50-2127-4104-a7cd-df7db1f54ca5,user_7,workout_completed,cycling,2025-12-03T22:50:44.056267,20,2025-12-17T02:49:07.431118
d5f04ef8-8ffb-40e6-a7e8-7113c3ab4115,user_7,workout_completed,strength,2025-11-20T08:45:41.056267,20,2025-12-17T02:49:07.431118
ca09c7da-1544-459c-a7a4-083aee5ffcf8,user_7,workout_completed,run,2025-11-18T00:42:54.056267,45,2025-12-17T02:49:07.431118
5db03bad-a17e-40a2-9f4b-493913097f9e,user_7,workout_completed,cycling,2025-11-26T18:17:45.056267,60,2025-12-17T02:49:07.431118
96099d64-1881-4063-a532-4bf8bc19f79d,user_7,workout_completed,cycling,2025-11-21T10:42:21.056267,30,2025-12-17T02:49:07.431118
8c24e27a-dae8-4fe3-ad26-53a06b9d07ee,user_7,workout_completed,cycling,2025-12-15T19:59:40.056267,30,2025-12-17T02:49:07.431118
e6eedde9-b123-4906-a366-018f788b3e5f,user_7,workout_completed,cycling,2025-12-06T13:50:14.056267,20,2025-12-17T02:49:07.431118
3adeb71b-cd67-4f13-a2df-2ddddfbd5d56,user_8,workout_completed,run,2025-11-23T12:10:22.056267,45,2025-12-17T02:49:07.431118
9acfe400-c2ce-4afd-9c42-247c5d8dd205,user_8,workout_completed,strength,2025-12-14T03:01:16.056267,45,2025-12-17T02:49:07.431118
83ff3854-081d-4e56-826e-0b305e2b7c18,user_8,workout_completed,strength,2025-12-02T05:32:56.056267,60,2025-12-17T02:49:07.431118
c54de42a-1c4d-41ed-bb07-762720967b31,user_8,workout_completed,cycling,2025-11-17T01:50:23.056267,45,2025-12-17T02:49:07.431118
ed016ecb-b89c-4efa-818f-d3a3021baa1f,user_8,workout_completed,run,2025-11-25T00:54:05.056267,30,2025-12-17T02:49:07.431118
23f1e1b9-7294-48c5-aa26-b6cbe4062b99,user_8,workout_completed,strength,2025-11-23T08:55:14.056267,60,2025-12-17T02:49:07.431118
879299ea-e27b-47e1-a15e-ed116a3d3f9f,user_8,workout_completed,yoga,2025-11-19T20:30:19.056267,45,2025-12-17T02:49:07.431118
0b3568fc-f8ab-4948-adf2-b816de59c251,user_8,workout_completed,cycling,2025-11-25T13:15:00.056267,60,2025-12-17T02:49:07.431118
